track_id,title,permalink,permalink_url,created_at,last_modified,description,duration,full_duration,embeddable_by,genre,likes_count,commentable,comment_count,downloadable,download_count,user_id,license,reposts_count,sharing,tag_list,label_name,public,publisher_metadata-id,publisher_metadata-urn,publisher_metadata-artist,publisher_metadata-album_title,publisher_metadata-contains_music,publisher_metadata-writer_composer,publisher_metadata-writer_isrc,purchase_title,purchase_url,release_date,secret_token,uri,artwork_url,display_date,state,track_format,waveform_url,media-first_transcoding-url,media-first_transcoding-preset,media-first_transcoding-duration,media-first_transcoding-snipped,media-first_transcoding-format-protocol,media-first_transcoding-format-mime_type,media-first_transcoding-quality,media-second_transcoding-url,media-second_transcoding-preset,media-second_transcoding-duration,media-second_transcoding-snipped,media-second_transcoding-format-protocol,media-second_transcoding-format-mime_type,media-second_transcoding-quality,media-third_transcoding-url,media-third_transcoding-preset,media-third_transcoding-duration,media-third_transcoding-snipped,media-third_transcoding-format-protocol,media-third_transcoding-format-mime_type,media-third_transcoding-quality,track_authorization,monetization_model,policy
168728131,Romeo Santos - Hilito,romeo-santos-hilito,https://soundcloud.com/edisson-djeddmix/romeo-santos-hilito,2014-09-21T16:40:08Z,2021-06-18T19:59:17Z,buena,251478,251478,all,Bachata,37312,True,344,False,0,112498796,cc-by-nc-sa,835,public,None,None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/168728131,None,2014-09-21T16:40:08Z,finished,single-track,https://wave.sndcdn.com/31uMI9EYWS7Z_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjNlNmZlNGQwLTc1YzUtNGFiMy04ZmM0LWY0YjdjYjNmY2M2YyIsImlhdCI6MTYzOTU1Nzc5OX0.F3-TIE92bQVM0qULtbLkoEryASA7kta6yRkyRMSmGnU,BLACKBOX,MONETIZE
438483798,ROCKET**,rocket-1,https://soundcloud.com/user-794169517/rocket-1,2018-05-02T21:19:41Z,2021-12-12T18:36:57Z,None,176395,176395,all,None,70670,True,1118,False,0,442613136,all-rights-reserved,1171,public,Other,None,True,438483798,soundcloud:tracks:438483798,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/438483798,https://i1.sndcdn.com/artworks-000343428858-7k40b5-large.jpg,2018-05-02T21:19:41Z,finished,single-track,https://wave.sndcdn.com/oStwKCTSi8p0_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImVkMzJkOTg1LTQzZWMtNDE5YS1hMzczLTQyOTYzMDk2MjJkYiIsImlhdCI6MTYzOTU1Nzc5OX0.2GkFtgOvsVvYK-4jRxlUIDB16BvWfuZEoiezxhejnkg,BLACKBOX,MONETIZE
197801817,Rihanna - Towards The Sun,rihanna-towards-the-sun,https://soundcloud.com/rihannanavyordie/rihanna-towards-the-sun,2015-03-26T16:28:00Z,2021-11-25T23:37:18Z,at least one tag is required,250980,250980,all,rihanna #home #r8 #navy #robyn,59965,True,1439,False,0,64050622,all-rights-reserved,1188,public,None,None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/197801817,https://i1.sndcdn.com/artworks-000111347678-yaluqr-large.jpg,2015-03-26T16:28:00Z,finished,single-track,https://wave.sndcdn.com/j8nbZe0nsvNA_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImMwNGZhZjFlLTVmMTAtNGNkMy05YzM5LTdiOGYwZDFlM2Q0YSIsImlhdCI6MTYzOTU1Nzc5OX0.j5EIapyGqJ9i4voSaHhLCpomjp9zQlRIG1hC0bigD_4,BLACKBOX,MONETIZE
815652613,Rich Bitch,rich-bitch,https://soundcloud.com/bankrolhayden/rich-bitch,2020-05-07T17:09:19Z,2021-12-14T04:15:36Z,"Bankrol Hayden - Pain Is Temporary
Download/stream: bankrol.lnk.to/PainisTemporary

Follow Bankrol Hayden:
Instagram: instagram.com/BankrolHayden
Twitter: twitter.com/BankrolHayden
SoundCloud: @bankrolhayden",117185,117185,all,Hip-hop & Rap,60671,True,2775,False,0,298864280,all-rights-reserved,1969,public,None,None,True,815652613,soundcloud:tracks:815652613,Bankrol Hayden,,True,,USAT22002495,None,None,None,None,https://api.soundcloud.com/tracks/815652613,https://i1.sndcdn.com/artworks-sYSlhkL6QpQTMQPp-9S06zw-large.jpg,2020-05-08T04:01:44Z,finished,single-track,https://wave.sndcdn.com/Trj8Vza7F9Vs_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6ImZjOTQwZWJlLTI0MDYtNGMwNC05OTU2LTJjMmUyMWFlMWQ0YyIsImlhdCI6MTYzOTU1Nzc5OX0.sldG6pofbMK1huP_0Y_MrozJEnxjCcsthWOVC31Ep5k,AD_SUPPORTED,MONETIZE
237060345,Ride - 21 Pilots [Refix],ride-21-pilots-refix,https://soundcloud.com/rogerclementine/ride-21-pilots-refix,2015-12-11T08:01:44Z,2021-12-09T02:18:25Z,"Exceptionally excited to present you with this remix of ""Ride"" by 21 Pilots, had a ton of fun working on this project! Immersive, big sounds, and heavy vibes. I wanted to stay true to the original, but make it bang. Enjoy. :)

Photo credit: Emily Kovacic 
Shouts to 21 Pilots for the original. ",217880,217880,all,21 Pilots,34187,True,831,False,0,188088493,all-rights-reserved,1682,public,Ride Remix Bass Heavy Trap Slap Deep immersive big refix sd la,None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/237060345,https://i1.sndcdn.com/artworks-000139174209-qtip76-large.jpg,2015-12-11T08:01:44Z,finished,single-track,https://wave.sndcdn.com/DBef3iL9cq0i_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjJhNmE1ZDgxLWY5YzUtNGVlYS05ZjFkLWE2ZTQ1ZTU2NzQzMCIsImlhdCI6MTYzOTU1Nzc5OX0.cBhhwkJU0UdMN7Fa59RgP86i_u3sn6aUfp3SJK0AVTE,BLACKBOX,MONETIZE
164865855,Rittz - Bounce ft. Twista,rittz-bounce-ft-twista,https://soundcloud.com/strangemusicinc-official/rittz-bounce-ft-twista,2014-08-26T16:25:47Z,2021-11-09T23:33:18Z,"From the 2014 album, Next To Nothing.

In stores now!

Purchase on iTunes >> bit.ly/1lv1QHc

*produced by: Lifted",235280,235280,all,Rittz,None,True,361,False,0,39904322,all-rights-reserved,3978,public,"Bounce Twista ""Rittz Music"" ""Next To Nothing"" ""Strange Music"" ""Tech N9ne"" Slumerican Yelawolf ""Hip Hop"" Rap ""Rittz Bounce"" Lifted",Strange Music,True,None,None,None,None,None,None,None,Purchase now!,https://itunes.apple.com/us/album/next-to-nothing-deluxe-edition/id906429723,2014-09-09T00:00:00Z,None,https://api.soundcloud.com/tracks/164865855,https://i1.sndcdn.com/artworks-000089191035-zxct50-large.jpg,2014-08-26T16:25:47Z,finished,single-track,https://wave.sndcdn.com/9N1eTExlxcvE_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjdiYzljYjA1LTU2MTUtNGI2OS1iMGQyLTBlOThmNDEzYjlkYiIsImlhdCI6MTYzOTU1Nzc5OX0.5IcIvBNzrYfg15gOck7MWI9wVew8mkVRoO4f5z3efns,BLACKBOX,MONETIZE
185202847,Roy - Boond Boond (Roy) - Ranbir kapoor Ankit Tiwari NEW 2015 SONGS,roy-boond-boond-roy-ranbir-kapoor-ankit-tiwari-new-2015-songs,https://soundcloud.com/musicfreedom-official/roy-boond-boond-roy-ranbir-kapoor-ankit-tiwari-new-2015-songs,2015-01-09T12:09:32Z,2021-07-23T20:12:35Z,Roy - Boond Boond (Roy) - Ranbir kapoor Ankit Tiwari NEW 2015 SONGS,321597,321597,all,boond boond,57649,True,148,True,100,130263101,cc-by-nc-sa,1605,public,roy,MUSIC FREEDOM,True,None,None,None,None,None,None,None,None,None,2015-01-09T00:00:00Z,None,https://api.soundcloud.com/tracks/185202847,https://i1.sndcdn.com/artworks-000102767584-w42yz0-large.jpg,2015-01-09T12:09:32Z,finished,single-track,https://wave.sndcdn.com/i5t1khpORS2V_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjQxNWZmZDg1LWJiODAtNDFhZC1hOWEzLTRjOGNmMWY3ZTJmNiIsImlhdCI6MTYzOTU1Nzc5OX0.DtSQqGSNAB968i6x5j8W1GaU0lmlLntBA9vzIIUxstM,BLACKBOX,MONETIZE
154097350,Rejects - 5SOS,rejects-5sos,https://soundcloud.com/jamie-dimauro/rejects-5sos,2014-06-12T21:18:48Z,2021-04-18T22:22:50Z,"I don't own any of this music!
all copyright goes to 5sos and hi or hey managemen",194578,194578,all,5 SECONDS OF SUMMER,None,True,403,False,0,13485684,all-rights-reserved,2473,public,"5S0S SLSP ""DONT STOP EP"" EP REJECTS",None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/154097350,https://i1.sndcdn.com/artworks-000082209080-ascuni-large.jpg,2014-06-12T21:18:48Z,finished,single-track,https://wave.sndcdn.com/Q5fM6muHEliq_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjM4MjdmMjljLWNhNzEtNGRmYy1iNThhLWI4MjhhMTA2MGI2YiIsImlhdCI6MTYzOTU1Nzc5OX0.rCfMWJz2qPP9MlqAUp8NIBcG65O9g8SOKq1qQb3pf_g,BLACKBOX,MONETIZE
166710419,Rafaga -  Una Cerveza,rafaga-una-cerveza,https://soundcloud.com/soundconce/rafaga-una-cerveza,2014-09-08T01:35:54Z,2021-09-01T01:10:16Z,None,238598,238598,all,rafaga,25492,True,110,True,100,20766291,all-rights-reserved,1107,public,cumbia,None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/166710419,https://i1.sndcdn.com/artworks-000090370640-it20am-large.jpg,2014-09-08T01:35:54Z,finished,single-track,https://wave.sndcdn.com/kU04JHwYRuEM_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjIwOWRlZGZhLTc1NWYtNDQyOS1iNGRjLWIxYjMyNDIxNDRhZSIsImlhdCI6MTYzOTU1Nzc5OX0.8d3GMFLh0xKjh09n8yqjJ5kFATpTIaq07CEnfpNkzvg,BLACKBOX,MONETIZE
118685129,RondoNumbaNine X L'A Capone - Shooters,rondonumbanine-x-la-capone,https://soundcloud.com/kkgg/rondonumbanine-x-la-capone,2013-11-05T15:20:01Z,2021-07-13T23:27:44Z,None,246697,246697,all,vv,47691,True,484,False,0,26200908,all-rights-reserved,6205,public,None,None,True,None,None,None,None,None,None,None,None,None,None,None,https://api.soundcloud.com/tracks/118685129,None,2013-11-05T15:20:01Z,finished,single-track,https://wave.sndcdn.com/h352Fwc7NwzQ_m.json,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJnZW8iOiJVUyIsInN1YiI6IiIsInJpZCI6IjdlNjIwOTY2LWNkMTYtNDFjNS05Yzk4LWEzMzA5OTY2ODA3NSIsImlhdCI6MTYzOTU1Nzc5OX0.E7nyNzMmGQp4WUqsUUQ_SR5RWNEOoNSkPHRjgThweYs,BLACKBOX,MONETIZE
